Nombre,Partido,Designación,Congreso,Senado,Legislaturas
"Salazar Rodríguez, Francisco José",PSOE,Sevilla,"2 (XIII, XIV)",–,2
"Salgado Méndez, Elena",PSOE,Cantabria,1 (IX),–,1
"Salgado Santos, Ildefonsa",PP,Zamora,–,1 (VI),1
"Salinas García, María Isabel",PSOE,Almería,1 (VI),–,1
"Salinas Moya, José Miguel",PSOE,Córdoba,"2 (I, II)",–,2
"Salmón Saiz, Encarnación",PP,Cantabria,–,"2 (IX, X)",2
"Salom Coll, Maria",PP,Baleares. Mallorca,"2 (VIII, IX)","2 (XIII, XIV)",4
"Salord Torrent, Juan",PP,Baleares,"2 (VII, VIII)",–,2
"Salud Areste, María Isabel",UP (IU),Guipúzcoa,1 (XII),–,1
"Salvá Verd, Antonio",Vox,Baleares,1 (XIV),–,1
"Salvador Armendáriz, Carlos Casimiro",UPN-PP,Navarra,"5 (VIII, IX, X, XI, XII)",1 (VII),6
"Salvador i Duch, Jordi",ERC,Tarragona,"4 (XI, XII, XIII, XIV)",–,4
"Salvador García, Luis Miguel","PSOE, C's",Granada,"2 (XI, XII)","2 (VIII, IX)",4
"Salvador Nebot, Benjamín",PSOE,Castellón,–,"2 (III, IV)",2
"Sampedro Redondo, Laura",PP,Asturias,–,1 (X),1
"Sampedro Sáez, José Luis †",Independiente,Designación real,–,1 (C),1
"Sampedro Sampedro, Javier †",PP,Álava,1 (V),–,1
"Sampol i Mas, Pere",PSM-EN,Parlamento de las Islas Baleares,–,"2 (VIII, IX)",2
"San Baldomero Ochoa, María Isabel",PP,La Rioja,–,"4 (IV, V, VI, VII)",4
"San Damián Hernández, Clara Isabel",PP,Zamora,–,"3 (XI, XII, XIII)",3
"San Martín Sala, Francisco",PSOE,Navarra,1 (V),–,1
"San Segundo Nieto, Félix †",PP,Ávila,–,1 (V),1
"Sanabria Escudero, Francisco †",AP-PDP,Sevilla,1 (II),–,1
"Sánchez Agesta, Luis †",Independiente,Designación real,–,1 (C),1
"Sánchez Amor, José Ignacio",PSOE,Badajoz,"3 (X, XI, XII)",–,3
"Sánchez Ayuso, Manuel †","US-PSP, PSOE",Valencia,"2 (C, I)",–,2
"Sánchez Barberán, Virginio",PSOE,Albacete,"2 (II, III)",–,2
"Sánchez Barrera, José Juan",PP,Jaén,1 (X),–,1
"Sánchez Blanco, Jerónimo",PSOE,Cádiz,1 (C),–,1
"Sánchez Bolaños, Ángel Luis",PSOE,Las Palmas,"3 (II, III, IV)",–,3
"Sánchez Bueno, José",PSOE,Málaga,–,1 (II),1
"Sánchez Candelas, Ricardo",PSOE,Toledo,1 (III),1 (II),2
"Sánchez Castiñeiras, Cándido",UCD,Lugo,–,"2 (C, I)",2
"Sánchez Cuadrado, Jesús Vicente","UCD, PP",Badajoz / Asamblea de Extremadura,–,"4 (C, V, VI, VII)",4
"Sánchez del Real, Víctor Manuel",Vox,Badajoz,"2 (XIII, XIV)",–,2
"Sánchez de Miguel, Ana María",PSOE,Córdoba,–,1 (V),1
"Sánchez Díaz, María Carmen",PSOE,Cádiz,"4 (VII, VIII, IX, X)",–,4
"Sánchez Díaz, María Dolores",PSOE,Badajoz,1 (V),–,1
"Sánchez Díaz, Ovidio","PP, PP-FORO",Asturias / JG del Principado de Asturias,1 (X),"6 (VI, VII, VIII, IX, XI, XII)",7
"Sánchez Duque, Diego",PP,Asamblea de Extremadura,–,"5 (IX, X, XI, XII, XIII)",5
"Sánchez Escobar, Mariano",PSOE,Badajoz,"2 (XIII, XIV)",–,2
"Sánchez Fernández, María Pía",PP,Badajoz,1 (VIII),–,1
"Sánchez Fierro, Julio César",PP,Madrid,1 (VIII),–,1
"Sánchez García, Adolfo",UCD,Valladolid,1 (C),–,1
"Sánchez García, Isidoro",AIC,Parlamento de Canarias,–,"2 (III, IV)",2
"Sánchez García, José María",Vox,Alicante,1 (XIV),–,1
"Sánchez García, María Jesús Celinda",PP,Palencia,"5 (VI, VII, VIII, IX, X)",1 (V),6
"Sánchez Garrido, Joaquín Manuel",PSOE,Toledo,1 (VII),–,1
"Sánchez Hernández, Ana",PSOE,Zamora,–,1 (IX),1
"Sánchez Jódar, María Soledad",PSOE,Murcia,"3 (VIII, XIII, XIV)",–,3
"Sánchez Lázaro-Carrasco, Javier",AP-PDP,Asamblea de Extremadura,–,1 (II),1
"Sánchez i Llibre, Josep",CiU,Barcelona / Parlamento de Cataluña,"6 (V, VI, VII, VIII, IX, X)",1 (IV),7
"Sánchez López, María Dolores",PSOE,Málaga,"4 (III, IV, V, VI)",–,4
"Sánchez López, Miguel",C's,Asamblea Regional de Murcia,–,"2 (XIII, XIV)",2
"Sánchez Lucas, Antonio",PSC-PSOE,Tarragona,–,1 (VI),1
"Sánchez Maroto, Soledad",IU-UPeC,Madrid,1 (XI),–,1
"Sánchez Melero, Tania","Podemos, UP",Madrid,"2 (XI, XII)",–,2
"Sánchez Menéndez, José Avelino",PP,Asturias,1 (VIII),–,1
"Sánchez Montero, Simón †",PCE,Madrid,"2 (C, I)",–,2
"Sánchez Núñez, José Enrique",PP,Huelva,–,1 (XIV),1
"Sánchez Pérez, César",PP,Alicante,"2 (XIII, XIV)",–,2
"Sánchez Pérez-Castejón, Pedro",PSOE,Madrid,"6 (IX, X, XI, XII, XIII, XIV)",–,6
"Sànchez Picanyol, Jordi",JxCat,Barcelona,1 (XIII),–,1
"Sánchez Ramos, Aurelio",PP,Cádiz,"4 (VI, VII, VIII, IX)",–,4
"Sánchez Reus, Luciano †",UCD,Segovia,–,"2 (C, I)",2
"Sánchez Robles, Isabel",PNV,Vizcaya,1 (X),–,1
"Sánchez Rubio, María José",PSOE,Granada,"2 (VIII, IX)",–,2
"Sánchez Saez, José Luis",PSOE,Huesca,1 (II),–,1
"Sánchez Sánchez, Alfonso",PP,Zaragoza,"2 (VI, VII)",–,2
"Sánchez Sánchez, José Ignacio",UCD,Ávila,–,1 (I),1
"Sánchez Sánchez-Seco, Juan Pablo",PP,Guadalajara,–,"5 (VII, VIII, IX, XI, XII)",5
"Sánchez Serna, Javier","Podemos, UP",Murcia,"4 (XI, XII, XIII, XIV)",–,4
"Sánchez Torregrosa, María Isabel",PP,Almería,–,"2 (XI, XII)",2
"Sánchez Torres, José Luis",UCD,Salamanca,–,1 (I),1
"Sánchez Usero, José Luis",CP,Melilla,1 (III),–,1
"Sánchez Velázquez, Miguel †",UCD,Fuerteventura (Las Palmas),–,1 (I),1
"Sánchez Zaplana, Asunción",PP,Alicante,–,"2 (XI, XII)",2
"Sánchez-Camacho Pérez, Alicia",PP,"Gerona, Barcelona / Parlamento de Cataluña","3 (VIII, XI, XII)","2 (IX, X)",5
"Sánchez-Cuenca Martínez, Felipe †",PSOE,Mallorca (Baleares),–,1 (II),1
"Sánchez-Garnica Gómez, Clemente",PAR,Cortes de Aragón,–,"3 (XII, XIII, XIV)",5
"Sánchez-Simón Muñoz, Javier",PP,Parlamento de Canarias,–,"2 (VII, VIII)",2
"Sánchez-Terán Hernández, Salvador",UCD,Salamanca,"2 (C, I)",–,2
"Sánchez de Alcázar Ocaña, Miguel",PP,Jaén,1 (X),1 (IX),2
"Sánchez de León Pérez, Enrique",UCD,Badajoz,"2 (C, I)",–,2
"Sanchís Perales, Ángel","CP, PP","Valencia, Madrid","2 (III, IV)",–,2
"Sancho Antonio, María Begoña",PSOE,Huesca,–,1 (V),1
"Sancho Guardia, Alfredo",PSOE,Huesca,1 (XIV),–,1
"Sancho Íñiguez, Herminio",PSOE,Teruel,"2 (XIII, XIV)",–,2
"Sancho Rof, Jesús","UCD, CP",Pontevedra,"3 (C, II, III)",–,3
"Sanín Naranjo, Luz Elena",PP,Ceuta,–,"2 (IX, X)",2
"Sanjuán Borda, José María",UCD,Navarra,1 (I),–,1
"Sanjuán de la Rocha, Carlos",PSOE,Málaga,"8 (C, I, II, III, IV, V, VI, VII)",–,8
"Sanjurjo González, Carmen",PSOE,Asturias,–,1 (IX),1
"Sanjurjo González, Jesús",PSOE,Asturias,1 (I),–,1
"Sanmartín Losada, Miguel",UCD,Pontevedra,1 (I),–,1
"Santa Ana Fernández, María de la Concepción de",PP,Granada,"4 (IX, X, XI, XII)",–,4
"Santaella Porras, Juan †",PP,Granada / Parlamento de Andalucía,1 (VIII),1 (VI),2
"Santamaría Herranz, Javier Vicente †",PP,Segovia,–,1 (X),1
"Santamaría i Mateo, Josep Antoni",PSOE,Valencia,"3 (VIII, IX, X)",–,3
"Santamaría Ruiz, Luis Javier",PP,Valencia,"2 (XIII, XIV)",–,2
"Santamaría Velasco, Federico",AP-PDP,Parlamento de Cantabria,–,1 (II),1
"Santana Dumpiérrez, Saturnina",PSOE,Gran Canaria (Las Palmas),–,"3 (IX, XIII, XIV)",3
"Santana Martel, Gustavo Adolfo",PSOE,Las Palmas,1 (VIII),–,1
"Santiago Bujalance, Julián",PSOE,Córdoba / Parlamento de Andalucía,–,"3 (II, III, IV)",3
"Santiago Calleja, Eduardo",PSOE,Palencia,–,1 (XIII),1
"Santiago Camacho, Carlota",C's,Asamblea de Madrid,–,"2 (XIII, XIV)",2
"Santiago Lavado, José",PSOE,Badajoz,–,"3 (III, IV, V)",3
"Santiago Romero, Enrique",UP,Madrid,"2 (XIII, XIV)",–,2
"Santiago Vélez, Javier",PP,León,–,"2 (XIII, XIV)",2
"Santiso del Valle, Mariano César",IU,Asturias,"2 (V, VI)",–,2
"Santolaya Juesas, Manuel †",PSOE,Valencia,1 (C),–,1
"Santorromán Lacambra, Pedro †",PSOE,Huesca,–,1 (VIII),1
"Santos de la Mota, Eusebio Jesús",PSOE,Palencia,–,1 (III),1
"Santos Fernández, Rosario Isabel",PP-PAR,Zaragoza,–,"3 (X, XI, XII)",3
"Santos Itoiz, Eduardo","Podemos, UP",Navarra,"2 (XI, XII)",–,2
"Santos Jurado, Ramón",PSOE,Cádiz,"4 (II, III, IV, V)",–,4
"Santos López, Diego de los †",PSA,Sevilla,1 (I),–,1
"Santos Miñón, José Antonio †",CDS,Las Palmas,"2 (III, IV)",–,2
"Santos Sánchez, María Teresa",PSOE,Palencia,1 (III),–,1
"Sanus Tormo, Josep",PSOE,Alicante,1 (VI),–,1
"Sanuy i Gistau, Francesc †",CiU,Barcelona,1 (III),–,1
"Sanz Agüero, Marcos",PSOE,Asamblea de Madrid,–,1 (IV),1
"Sanz Alonso, Fernando",PSOE,Ciudad Real,–,"2 (II, III)",2
"Sanz Alonso, Pedro María",PP,Parlamento de La Rioja,–,"4 (X, XI, XII, XIII)",4
"Sanz Barrios, María Cristina",UPN-PP,Navarra,–,"2 (XI, XII)",2
"Sanz Blanco, Clemente †",PP,Segovia,–,"5 (IV, V, VI, VII, VIII)",5
"Sanz Cabello, Antonio",PP,Parlamento de Andalucía,–,1 (X),1
"Sanz Carramiñana, Francisco Javier",PSOE,Navarra / Parlamento de Navarra,–,"4 (VI, VII, IX, X)",4
"Sanz Carrillo, Concepción",PSOE,Zaragoza,1 (IX),–,1
"Sanz Cebrián, Ricardo",PNV,Vizcaya,–,1 (V),1
"Sanz Díaz, Federico",PSOE,Burgos,"4 (II, III, IV, V)",–,4
"Sanz Díez de Ure, Carlos",EE,Guipúzcoa,1 (III),–,1
"Sanz Escalera, Emiliano","UCD, CP, PP",Huelva,"2 (IV, V)","2 (I, III)",4
"Sanz Fernández, Francisco Javier",PSOE,Valencia,"3 (I, II, III)",–,3
"Sanz Jerónimo, Paloma Inés",PP,Segovia,–,"5 (X, XI, XII, XIII, XIV)",5
"Sanz Merino, José Luis",PP,Segovia,–,1 (XIII),1
"Sanz Murillo, Basilia",PSOE,Sevilla,–,"3 (VIII, IX, X)",3
"Sanz Palacio, Salvador",PP,Barcelona,"3 (V, VI, VII)",–,3
"Sanz Pérez, Antolín",PP,Ávila,–,"6 (V, VI, VII, VIII, IX, X)",6
"Sanz Remón, Álvaro",IU,Zaragoza,1 (X),–,1
"Sanz Ruiz, José Luis",PP,Sevilla,–,"4 (X, XI, XII, XIV)",4
"Sanz Vitorio, Juan José",PP,Segovia,–,"2 (XIII, XIV)",2
"Sañudo Aja, Dimas Antonio",PSE-EE (PSOE),Vizcaya,–,"2 (IX, X)",2
"Sapena Granell, Enrique †",PSOE,Valencia,"3 (C, I, II)",1 (III),4
"Sarasa Miquélez, José Gabriel †",UCD,Navarra,–,"2 (C, I)",2
"Saracíbar Sautúa, José Antonio",PSE-PSOE,Vizcaya,1 (III),–,1
"Sárraga Gómez, Manuel de","UCD, CC-UCD",Lérida,"2 (C, I)",–,2
"Sarrià i Morell, Vicent",PSOE,Valencia,"2 (XIII, XIV)",–,2
"Sartorius Álvarez de las Asturias y Bohorques, Nicolás","PCE, IU","Madrid, Sevilla","3 (I, III, IV)",–,3
"Sastre Álvaro, José Luis",PP,Ceuta,–,1 (X),1
"Satrústegui Fernández, Joaquín †","AL, UCD",Madrid,1 (I),1 (C),2
"Sauquillo Pérez del Arco, Francisca",PSOE,Asamblea de Madrid,–,"4 (II, III, IV, V)",4
"Saura García, Pedro",PSOE,Murcia / Asamblea Regional de Murcia,"6 (VIII, X, XI, XII, XIII, XIV)",1 (VIII),7
"Saura Laporta, Joan",ICV,Barcelona / Parlamento de Cataluña,"2 (VI, VII)","2 (IX, X)",4
"Sava Garcerán, Aurel Gheorghe",PP,Melilla,–,1 (VI),1
"Saval Pérez, José Miguel",PP,Alicante,1 (V),–,1
"Sayas López, Sergio",NA+ (UPN),Navarra,"2 (XIII, XIV)",–,2
"Sayós i Motilla, Maria Carme",CiU,Barcelona,1 (X),–,1
"Schwartz Girón, Pedro",AP-PDP,Madrid,1 (II),–,1
"Seara Sobrado, Laura Carmen",PSdeG-PSOE,Orense,1 (X),–,1
"Seco Gordillo, Manuel",PP,Sevilla,"3 (V, VI, VII)",–,3
"Seco Revilla, Óscar",PSE-EE (PSOE),Vizcaya,1 (IX),–,1
"Sedano Pérez, Jesús Andrés",PP,Zamora,–,"3 (VIII, IX, X)",3
"Sedó i Alabart, Salvador",CiU,Parlamento de Cataluña,–,1 (X),1
"Sedó i Marsal, Salvador †",CiU,Tarragona,"5 (III, IV, V, VI, VII)",–,5
"Segado Martínez, Domingo José",PP,Murcia,–,1 (XIII),1
"Segovia Solana, Francisco †",PSOE,Albacete,"2 (II, III)",–,2
"Seguí Díaz, José",PP,Menorca (Baleares),–,"2 (VII, VIII)",2
"Seguí Prat, Bartolomé",PP,Mallorca (Baleares),–,1 (VII),1
"Segura Clavell, José",PSOE,Santa Cruz de Tenerife. Tenerife,"5 (VI, VII, VIII, IX, X)","2 (IV, V)",7
"Segura Sanfeliu, José",AP-PDP,Barcelona,1 (II),–,1
"Segurado García, José Antonio †",PP,Madrid,"2 (III, IV)",–,2
"Seisdedos Martín, Tomás †",PSOE,Huelva,–,"4 (II, III, IV, V)",4
"Selas Céspedes, Lorenzo",PSOE,Ciudad Real,–,"3 (IV, V, VI)",3
"Seller Roca de Togores, María Enriqueta",PP,Alicante,"4 (VI, VII, VIII, IX)",–,4
"Selva Guerrero, Rufino",PSOE,Alicante,1 (X),–,1
"Sempere Jaén, María Teresa",PSOE,Alicante,"2 (IV, V)",–,2
"Sen Vélez, Nicanor Jorge",PSOE,León,–,1 (X),1
"Senao Gómez, José Ignacio","PP, PP-PAR",Zaragoza,"2 (IV, V)","2 (VI, VII)",4
"Senderos Oraá, Daniel",PSE-EE (PSOE),Álava,1 (XIV),–,1
"Sendra i Navarro, Josep",PDC,Tarragona,1 (C),–,1
"Sendra Vellvè, Jordi Miquel",CiU,Tarragona,–,1 (X),1
"Senillosa Cros, Antonio de †",CD,Barcelona,1 (I),–,1
"Senillosa Ramoneda, Alfonso de",PP,Madrid,1 (X),–,1
"Sentís Anfruns, Carlos †","UCD, CC-UCD",Barcelona,"2 (C, I)",–,2
"Sepúlveda Muñoz, Leopoldo",UCD,Toledo,–,1 (I),1
"Sepúlveda Recio, Jesús",PP,Murcia,–,"3 (V, VI, VII)",3
"Sequera Garcia, Maria Jesús",PSC-PSOE,Tarragona,–,1 (X),1
"Serna y Gutiérrez-Repide, Víctor de la †",Independiente,Designación real,–,1 (C),1
"Serna Masiá, Juana",PSOE,Alicante,"3 (VII, VIII, IX)",–,3
"Serra i Serra, Narcís",PSC-PSOE,Barcelona,"5 (III, IV, V, VI, VII)",–,5
"Serrada Pariente, David",PSOE,Salamanca,"4 (XI, XII, XIII, XIV)",–,4
"Serrahima Bofill, Maurici †",Independiente,Designación real,–,1 (C),1
"Serrano Aguilar, Antonio",PP,Albacete / Cortes de Castilla-La Mancha,–,"7 (VIII, IX, X, XI, XII, XIII, XIV)",7
"Serrano Álvarez-Giraldo, Narciso",PSOE,Ávila,–,"2 (V, VI)",2
"Serrano Argüello, María Arenales",PP,Valladolid,1 (X),"3 (IX, XI, XII)",4
"Serrano Beltrán, Teófilo",PSOE,Asamblea de Madrid,–,"2 (IV, V)",2
"Serrano Boigas, Pilar Auxiliadora",PSOE,Málaga,1 (XI),1 (X),2
"Serrano Calurano, Bibiano",PP-EU,Badajoz,1 (X),–,1
"Serrano Coronado, Daniel",PP,Barcelona,1 (X),–,1
"Serrano Hijano, Francisco",PSOE,Granada,1 (III),–,1
"Serrano Jiménez, María Jesús",PSOE,Córdoba,"2 (XI, XII)","2 (XIII, XIV)",4
"Serrano Martínez, Aurelio",PSOE,Murcia,–,"2 (II, III)",2
"Serrano Martínez, José Enrique",PSOE,Madrid,1 (X),–,1
"Serrano Martínez, Juan Francisco",PSOE,Jaén,"2 (XIII, XIV)",–,2
"Serrano Morales, Riansares",PSOE,Guadalajara,–,"4 (XI, XII, XIII, XIV)",4
"Serrano Pino, Juan Francisco †",AP-PDP,Cáceres,–,1 (II),1
"Serrano Sierra, Rosa María",PSOE,Huesca,–,"2 (XIII, XIV)",2
"Serrano Vinué, Antonio Jesús",PP-PAR,Zaragoza,1 (VI),–,1
"Servià i Costa, Salvador",CiU,Gerona,–,1 (VII),1
"Sesmilo i Rius, Domènec",CiU,Parlamento de Cataluña,–,"2 (VI, VII)",2
"Seva Martínez, Juan",PP,Cortes Valencianas,–,"2 (VI, VII)",2
"Seva Ruiz, Yolanda",PSOE,Alicante,"2 (XIII, XIV)",–,2
"Sevilla Corella, Manuel †",UCD,Cuenca,1 (C),1 (I),2
"Sevilla Segura, Jordi",PSOE,Castellón,"3 (VII, VIII, IX)",–,3
"Sibina Camps, Marta",ECP,"Barcelona, Gerona","2 (XI, XII)",–,2
"Sicilia Alférez, Felipe Jesús",PSOE,Jaén,"5 (X, XI, XII, XIII, XIV)",–,5
"Sicilia Ávalos, Narciso",PSOE,Córdoba,1 (VIII),–,1
"Sicilia Hernández, Jaime",API-AIC,Parlamento de Canarias,–,1 (IV),1
"Sierra Bardají, Mateo",PSOE,Huesca,–,1 (II),1
"Sierra García, José Salvador",PSOE,Burgos,–,1 (XIII),1
"Sierra Herrera, Agustín de la","AP-PDP, CP",Burgos,1 (III),1 (II),2
"Sierra Rojas, Patricia",PSOE,Badajoz,1 (XI),–,1
"Silva Cienfuegos-Jovellanos, Pedro",PSOE,Asturias,"2 (I, II)",–,2
"Silva Melero, Valentín †",Independiente,Designación real,–,1 (C),1
"Silva Muñoz, Federico †",AP,Zamora,1 (C),–,1
"Silva Rego, María del Carmen",PSdeG-PSOE,Pontevedra,"2 (VI, X)",1 (IX),3
"Silva i Sánchez, Manuel Josep",CiU,Barcelona,"3 (V, VI, VII)",–,3
"Silván Rodríguez, Antonio",PP,León,–,1 (XIV),1
"Simancas Simancas, Rafael",PSOE,Madrid / Asamblea de Madrid,"6 (IX, X, XI, XII, XIII, XIV)","2 (VII, VIII)",8
"Simó i Burgués, Joan Horaci",CiU,Lérida / Parlamento de Cataluña,1 (V),"5 (II, III, IV, VI, VII)",6
"Simón Calvo, Irma",PSOE,Castellón,"3 (II, III, IV)",–,3
"Simón Calvo, José Antonio de",UCD,Jaén,1 (C),–,1
"Simón de la Torre, Julián †",PSOE,Burgos,"3 (VI, VII, VIII)",1 (IX),4
"Simón González, María Nuria",PP,Palencia,–,"2 (XI, XII)",2
"Simón Gutiérrez, Álvaro",AP-PDP,Cáceres,1 (II),–,1
"Simón Marín, José",PSOE,Ceuta,1 (XIII),–,1
"Simonelli Muñoz, María del Mar",PP,Almería,–,1 (VII),1
"Sirera i Bellés, Daniel",PP,Parlamento de Cataluña,–,"2 (VIII, IX)",2
"Sisó Cruellas, Joaquín","AP-PDP, CP",Huesca,"2 (II, III)",–,2
"Sixto Iglesias, Ricardo","IU-EUPV, Podemos-Compromís",Valencia,"2 (X, XII)",–,2
"Sobrequés i Callicó, Jaume","Independiente[2]​, PSC-PSOE",Gerona,–,"2 (C, I)",2
"Socas León, Luz Marina",PP,Tenerife (Santa Cruz de Tenerife),–,1 (X),1
"Socías Humbert, José María †",Independiente,Designación real,–,1 (C),1
"Socias Puig, Ramón Antonio",PSOE,Baleares. Mallorca,1 (XI),"2 (VI, VII)",3
"Sodupe Corcuera, Pedro María",PNV,Vizcaya,1 (C),–,1
"Solabarria Bilbao, Pedro María †",HB,Vizcaya,"2 (I, II)",–,2
"Solana Barras, María José",PP,Badajoz,1 (IX),1 (VII),2
"Solana Madariaga, Javier",PSOE,Madrid,"6 (C, I, II, III, IV, V)",–,6
"Solana Madariaga, Luis",PSOE,Segovia,"3 (C, I, II)",–,3
"Solana Prellezo, Fermín",PSOE (PAD),Palencia,–,1 (II),1
"Solano Carreras, Carmen","UCD, PSOE (PAD)",Zaragoza,"2 (I, II)",–,2
"Solano Rodríguez, Francisco Javier",PSOE,Guadalajara,–,1 (II),1
"Solbes Mira, Pedro",PSOE,"Alicante, Madrid","2 (VI, IX)",–,2
"Solchaga Catalán, Carlos",PSOE,"Álava, Navarra","5 (I, II, III, IV, V)",–,5
"Solé i Barberà, Josep †",PSUC-PCE,Tarragona,"2 (C, I)",–,2
"Solé i Sabarís, Felip †",Independiente[2]​,Lérida,–,1 (C),1
"Solé i Tura, Jordi †","PSUC-PCE, PSC-PSOE[1]​",Barcelona / Parlamento de Cataluña,"5 (C, I, IV, V, VI)","2 (III, VII)",7
"Soler Márquez, Martín",PSOE,Parlamento de Andalucía,–,1 (VIII),1
"Soler Mur, Alejandro",PSOE,Alicante,"2 (XIII, XIV)",–,2
"Soler Nomdedeu, Ofelia",PSOE,Castellón,1 (V),1 (IV),2
"Soler i Sicília, Albert",PSC-PSOE,Barcelona,1 (X),–,1
"Soler Torres, Catalina",PP,Mallorca (Baleares),–,"2 (XI, XII)",2
"Soler Turmo, Alfonso †",UCD,Almería,1 (I),–,1
"Soler Valero, Francisco","UCD, AP-PDP",Almería,"3 (C, I, II)",–,3
"Soler-Espiauba Gallo, Juan",PP,Madrid / Asamblea de Madrid,–,"5 (VII, X, XI, XII, XIII)",5
"Solera Albero, Juan",PSOE,Albacete,1 (VII),–,1
"Solsona i Aixalà, Marc",CiU,Lérida,1 (X),–,1
"Solsona i Piñol, Maria Carme",CiU,Barcelona,1 (VI),–,1
"Someso Salvadores, Álvaro Antonio",PP,La Coruña,–,"3 (IV, V, VI)",3
"Sopeña Velasco, Javier",PP,Asturias,–,"2 (VII, VIII)",2
"Soravilla Fernández, Roberto †",PP,Madrid,"4 (VII, VIII, IX, X)","3 (IV, V, VI)",7
"Soria Escoms, Bernat",PSOE,Alicante,1 (IX),–,1
"Soria López, José Manuel",PP,Las Palmas,"2 (X, XI)",–,2
"Soriano Benítez de Lugo, Alfonso","UCD, PP",Santa Cruz de Tenerife. Tenerife,"5 (C, IV, V, VI, VII)",1 (I),6
"Soriano Pérez, Salvador",PSOE,Badajoz,1 (C),–,1
"Sorlí Fresquet, Marta",Podemos-Compromís,Castellón,"2 (XI, XII)",–,2
"Sota Verdión, Juan José",PSOE,Parlamento de Cantabria,–,1 (V),1
"Sota y Zorraquín, Ramón de la",PNV,Vizcaya,–,1 (I),1
"Sotillo Martí, Vicente Antonio",PSOE,"Castellón, Valencia","3 (C, I, II)",–,3
"Soto Burillo, Juan Luis",PSOE,Murcia,"2 (XIII, XIV)","2 (XI, XII)",4
"Soto Cortés, José Javier †",PSC-PSOE,Barcelona,1 (II),–,1
"Soto García, Pedro",PP,La Rioja,1 (VI),1 (VII),2
"Soto Martín, Fernando †","PCE, PSOE",Sevilla / Parlamento de Andalucía,"4 (C, I, IV, V)",1 (III),5
"Soto Rico, María Rosario",PP,Parlamento de Andalucía,–,"4 (IX, X, XI, XII)",4
"Souto i Andrés, Jordi",DL,Lérida,–,1 (XI),1
"Souto Paz, José Antonio †",CDS,La Coruña,1 (IV),–,1
"Souvirón García, Federico",PP,Málaga,"5 (V, VI, VII, VIII, IX)",–,5
"Squella Martorell, Ricardo †",AP-PDP,Baleares,1 (II),–,1
"Steegmann Olmedillas, Juan Luis",Vox,Madrid,1 (XIV),–,1
"Stinga González, Rafael †",UCD,Lanzarote (Las Palmas),–,"2 (C, I)",2
"Suárez González, Adolfo †","UCD, CDS",Madrid,"5 (C, I, II, III, IV)",–,5
"Suárez González, Celestino",PSOE,Asturias,"3 (VII, VIII, IX)",–,3
"Suárez González, Fernando †",AP-PDP,Madrid,1 (II),–,1
"Suárez González, José María",AP-PDP,León,1 (II),–,1
"Suárez Guillén, Juan José",PSOE,Melilla,–,1 (IV),1
"Suárez Hurtado, Federico",PSOE,Asamblea de Extremadura,–,"5 (III, IV, V, VI, VII)",5
"Suárez Illana, Adolfo",PP,Madrid,"2 (XIII, XIV)",–,2
"Suárez Lamata, Eloy","PP-PAR, PP",Zaragoza,"5 (X, XI, XII, XIII, XIV)",–,5
"Suárez Nuez, Hipólito Alejandro 'Poli'",PP,Gran Canaria (Las Palmas),–,1 (XII),1
"Suárez Núñez, José María David †",UCD,La Coruña,–,1 (C),1
"Suárez Pertierra, Gustavo",PSOE,Asturias,1 (VI),–,1
"Suárez Valerón, María del Carmen",PP,Gran Canaria (Las Palmas),–,1 (X),1
"Suárez-Bárcena Blasco, María Cristina",PP-EU,Badajoz,1 (X),–,1
"Subirats i Piñana, Josep †",PSC-PSOE[2]​,Tarragona,–,"2 (C, I)",2
"Subirats Rosiñol, Francisco José María",PSC-PSOE,Tarragona,–,1 (VII),1
"Such Botella, Antoni",PSOE,Valencia,1 (X),–,1
"Such Palomares, María",PSOE,Valencia,"2 (XI, XII)",–,2
"Such Pérez, Diego",PP,Alicante,1 (V),–,1
"Sueiro Pico, Carlos †",UCD,Pontevedra,1 (C),–,1
"Sumelzo Jordán, Susana",PSOE,Zaragoza,"5 (X, XI, XII, XIII, XIV)",1 (IX),6
"Sunyer i Aimeric, Salvador †",Independiente[2]​,Gerona,–,1 (C),1
"Surra Spadea, Ana María",ERC,Barcelona,"2 (XI, XII)","2 (XIII, XIV)",4
"Surroca i Comas, Montserrat",CiU,Gerona,"2 (IX, X)",–,2
"Susinos Tarrero, María Jesús",PP,Cantabria,"2 (IX, X)",–,2
"Taboadela Álvarez, Obdulia",PSdeG-PSOE,La Coruña,–,1 (XIII),1
"Tabuyo Romero, Domingo Miguel",PSdeG-PSOE,Pontevedra,"2 (VIII, IX)",–,2
"Taibo Monelos, Diego",PSdeG-PSOE,La Coruña,1 (XIV),–,1
"Tamames Gómez, Ramón","PCE, IU",Madrid,"3 (C, I, III)",–,3
"Tamayo Ureña, Ana María",PP,Córdoba,–,1 (XII),1
"Tapia Otaegi, Arantza",PNV,Guipúzcoa,1 (X),–,1
"Tardà i Coma, Joan",ERC,Barcelona,"5 (VIII, IX, X, XI, XII)",–,5
"Tarno Blanco, Ricardo",PP,Sevilla,"4 (IX, X, XI, XII)",–,4
"Tarragona Corbella, Eduardo †",AP-PDP,Barcelona,1 (II),–,1
"Tárrega Bernal, Javier José",PSOE,Castellón,"3 (II, III, IV)",–,3
